user_id	item_id	timestamp	correct	skill_id
1	84	1582172479	0	5
1	84	1582172498	0	4
1	84	1582172515	1	3
1	84	1582172585	1	3
1	84	1582172595	1	4
1	84	1582172793	1	5
1	84	1582172797	0	1
1	84	1582172809	0	6
1	19	1582172860	0	5
1	19	1582172868	1	5
1	19	1582173012	0	2
1	19	1582517293	1	3
1	19	1582517298	0	4
1	19	1582517353	0	9
1	19	1582517394	0	4
1	19	1582518469	0	1
1	22	1582518570	1	2
1	22	1582518595	1	4
1	22	1582518599	1	2
1	22	1582518606	0	4
1	22	1582518646	1	1
1	22	1582518659	0	7
1	37	1582518715	1	2
1	37	1582518719	1	4
1	37	1582518734	1	3
1	37	1582518889	1	4
1	37	1582518903	1	1
1	37	1582518913	0	8
1	58	1582518961	0	5
1	58	1582518985	0	5
1	58	1582519008	1	3
1	58	1582519018	1	4
1	58	1582519026	1	2
1	58	1582519047	1	4
1	58	1582519054	1	1
1	58	1582519074	0	6
1	6	1582519144	1	5
1	6	1582519154	1	5
1	6	1582519157	1	2
1	6	1582519167	1	4
1	6	1582519172	1	2
1	6	1582519186	1	4
1	6	1582519191	1	1
1	6	1582519198	1	8
1	55	1582519287	1	5
1	55	1582519292	1	3
1	55	1582519317	1	4
1	55	1582519322	1	3
1	55	1582519334	1	4
1	55	1582519339	1	1
1	55	1582519353	1	9
1	56	1582519366	1	2
1	56	1582519425	0	4
1	56	1582519460	1	3
1	56	1582519477	1	4
1	56	1582519479	1	1
1	56	1582519494	0	6
1	11	1582519524	0	5
1	11	1582519544	1	5
1	11	1582519546	1	2
1	11	1582519578	0	4
1	11	1582519617	0	3
1	11	1582519624	1	1
1	11	1582519667	1	4
1	11	1582519685	1	7
1	75	1582519771	1	5
1	75	1582519777	1	3
1	75	1582519791	0	4
1	75	1582519806	1	3
1	75	1582519871	0	4
1	75	1582519899	1	1
1	75	1582519951	1	9
1	49	1582520034	1	5
1	49	1582520053	1	3
1	49	1582520055	1	4
1	49	1582520058	1	2
1	49	1582520066	1	4
1	49	1582520069	1	1
1	49	1582520082	1	7
1	46	1582520102	0	5
1	46	1582520117	1	5
1	46	1582520120	1	2
1	46	1582520156	1	4
1	46	1582520163	1	2
1	46	1582520190	1	1
1	46	1582520224	1	4
1	46	1582520255	1	6
2	4	1579837528	1	5
2	4	1579837549	0	3
2	4	1579837560	1	4
2	4	1579837575	1	3
2	4	1579837588	1	4
2	4	1579837601	0	1
2	4	1579837615	0	7
2	77	1579837700	1	5
2	77	1579837713	1	2
2	77	1579837720	0	4
2	77	1579837737	0	2
2	77	1579837743	1	4
2	77	1579837746	1	1
2	77	1579837764	1	9
2	31	1579837788	1	5
2	31	1579837792	1	5
2	31	1579837804	1	2
2	31	1579837807	0	4
2	31	1579837819	1	2
2	31	1579837823	1	4
2	31	1579837826	1	1
2	31	1579837847	0	9
2	40	1579837898	1	5
2	40	1579837901	1	2
2	40	1579837904	0	4
2	40	1579837918	1	3
2	40	1579837919	0	4
2	40	1579837929	1	1
2	40	1579837947	0	7
2	92	1579838022	1	3
2	92	1579838028	0	4
2	92	1579838050	1	3
2	92	1579838063	1	4
2	92	1579838066	1	1
2	92	1579838091	1	7
2	64	1579838104	1	5
2	64	1579838136	1	5
2	64	1579838140	1	2
2	64	1579838144	1	4
2	64	1579838157	1	2
2	64	1579838158	1	4
2	64	1579838160	1	1
2	64	1579838180	1	8
2	11	1579838192	1	5
2	11	1579838202	1	5
2	11	1579838210	1	2
2	11	1579838218	0	4
2	11	1579838258	1	3
2	11	1579838277	1	4
2	11	1579838280	1	1
2	11	1579838294	0	6
2	84	1579875022	1	5
2	84	1579875025	1	5
2	84	1579875064	1	3
2	84	1579875080	1	4
2	84	1579875131	1	3
2	84	1579875156	1	4
2	84	1579875180	1	1
2	84	1579875180	1	6
2	54	1579875194	0	5
2	54	1579875206	1	5
2	54	1579875209	1	2
2	54	1579875220	0	4
2	54	1579875233	1	3
2	54	1579875241	1	4
2	54	1579875244	1	1
2	54	1579875251	1	8
2	25	1579875265	1	5
2	25	1579875268	1	2
2	25	1579875280	1	4
2	25	1579875284	1	2
2	25	1579875305	1	4
2	25	1579875307	1	1
2	25	1579875330	1	8
2	37	1579875347	1	2
2	37	1579875349	1	4
2	37	1579875358	1	3
2	37	1579875360	1	4
2	37	1579875362	1	1
2	37	1579875391	1	7
2	16	1579875402	1	5
2	16	1579875409	1	5
2	16	1579875421	1	2
2	16	1579875426	0	4
2	16	1579875435	1	2
2	16	1579875442	1	4
2	16	1579875445	1	1
2	16	1579875458	1	6
3	85	1583177306	1	5
3	85	1583177318	1	5
3	85	1583177321	1	2
3	85	1583177351	1	4
3	85	1583177356	1	2
3	85	1583177362	1	4
3	85	1583177368	1	1
3	85	1583177376	0	7
3	11	1583177454	0	5
3	11	1583177541	1	2
3	11	1583177547	1	3
3	11	1583177550	1	1
3	11	1583177563	0	5
3	11	1583177634	0	4
3	11	1583177696	1	4
3	11	1583177720	0	6
3	28	1583177836	1	5
3	28	1583177843	0	5
3	28	1583177901	1	2
3	28	1583177959	0	4
3	28	1583777274	1	3
3	28	1583777293	1	4
3	28	1583777444	0	1
3	28	1583777618	0	7
3	29	1583778651	0	5
3	29	1583778866	1	2
3	29	1583864659	0	4
3	29	1583864772	0	3
3	29	1583864778	0	4
3	29	1583864793	1	1
3	29	1583864952	0	9
3	61	1583864983	0	5
3	61	1583865041	1	3
3	61	1583865061	0	4
3	61	1583865080	1	3
3	61	1583865087	0	4
3	61	1583865096	1	1
3	61	1583865105	1	8
3	82	1583865144	1	5
3	82	1583865163	1	3
3	82	1583865194	1	4
3	82	1583865201	1	2
3	82	1583865209	1	4
3	82	1583865212	1	1
3	82	1583865218	1	9
3	36	1583865427	1	5
3	36	1583865443	1	5
3	36	1583865448	1	2
3	36	1583865468	1	4
3	36	1583865475	1	2
3	36	1583865479	1	4
3	36	1583865482	1	1
3	36	1583865488	1	8
3	92	1583865527	1	3
3	92	1584036225	0	4
3	92	1584036432	1	3
3	92	1584036467	1	4
3	92	1584036470	1	1
3	92	1584036484	1	6
3	57	1584036567	0	5
3	57	1584036626	0	5
3	57	1584036642	1	2
3	57	1584036649	1	3
3	57	1584036664	0	4
3	57	1584036901	0	4
3	57	1584037136	1	1
3	57	1584037151	1	7
3	49	1584037303	1	5
3	49	1584037354	1	3
3	49	1584037358	1	2
3	49	1584037391	0	4
3	49	1584037544	1	4
3	49	1584047888	1	1
3	49	1584047918	0	7
3	46	1584048035	1	2
3	46	1584048040	1	2
3	46	1584048044	1	1
3	46	1584048055	1	5
3	46	1584048060	1	5
3	46	1584048127	0	4
3	46	1584048148	1	4
3	46	1584048153	0	9
3	58	1584048408	0	5
3	58	1584048417	0	5
3	58	1584048454	0	3
3	58	1584048460	1	4
3	58	1584048487	0	2
3	58	1584048546	0	4
3	58	1584048567	1	1
3	58	1584048584	1	6
3	22	1584048597	1	2
3	22	1584048656	1	2
3	22	1584048686	0	4
3	22	1584048739	1	4
3	22	1584048742	1	1
3	22	1584048760	1	7
5	60	1582235195	1	5
5	60	1582235207	1	8
5	60	1582235211	1	1
5	60	1582235217	1	3
5	60	1582235217	1	4
5	60	1582235224	1	3
5	60	1582235224	1	4
5	34	1582235242	1	6
5	34	1582235249	1	1
5	34	1582235254	1	5
5	34	1582235261	1	3
5	34	1582235261	1	4
5	34	1582235266	1	2
5	34	1582235266	1	4
5	85	1582235360	0	5
5	85	1582235399	1	5
5	85	1582235402	1	2
5	85	1582235410	0	7
5	85	1582235438	1	1
5	85	1582235444	1	2
5	85	1582235444	1	4
5	85	1582235452	0	4
5	84	1582235538	0	5
5	84	1582235559	1	5
5	84	1582235581	0	6
5	84	1582235600	0	3
5	84	1582581143	0	4
5	84	1582581236	1	1
5	84	1582667663	1	3
5	84	1582667663	1	4
5	56	1582667692	1	1
5	56	1582667705	1	6
5	56	1582667711	1	2
5	56	1582667711	1	4
5	56	1582667717	1	3
5	56	1582667717	1	4
5	10	1582835653	0	5
5	10	1582835700	0	8
5	10	1582835706	1	1
5	10	1582835726	1	3
5	10	1582835726	1	4
5	10	1582835729	1	3
5	10	1582835729	1	4
5	54	1582835771	0	5
5	54	1582835785	1	5
5	54	1582835819	0	9
5	54	1582835848	0	2
5	54	1582835924	1	1
5	54	1582835986	1	3
5	54	1582835986	1	4
5	54	1582836000	1	4
5	41	1582836013	1	5
5	41	1582836025	0	8
5	41	1582836028	1	1
5	41	1582836042	1	3
5	41	1582836042	1	4
5	41	1582836046	1	2
5	41	1582836046	1	4
5	5	1582836058	1	1
5	5	1582836079	1	7
5	5	1582836088	1	3
5	5	1582836088	1	4
5	5	1582836092	1	2
5	5	1582836092	1	4
5	25	1582836123	1	5
5	25	1582836129	0	1
5	25	1582836143	1	9
5	25	1582836146	1	2
5	25	1582836146	1	4
5	25	1582836148	1	2
5	25	1582836149	1	4
5	58	1582836166	1	5
5	58	1582836170	1	5
5	58	1582836173	1	1
5	58	1582836188	0	6
5	58	1582836271	1	3
5	58	1582836271	1	4
5	58	1582836273	1	2
5	58	1582836273	1	4
5	15	1582836287	1	5
5	15	1582836293	1	1
5	15	1582836303	0	9
5	15	1582836346	1	3
5	15	1582836346	1	4
5	15	1582836349	1	3
5	15	1582836349	1	4
5	16	1582836368	1	5
5	16	1582836372	1	5
5	16	1582836375	1	1
5	16	1582836386	0	9
5	16	1582836395	1	2
5	16	1582836395	1	4
5	16	1582836397	1	2
5	16	1582836397	1	4
5	46	1582836410	0	5
5	46	1582836415	1	5
5	46	1582836420	1	1
5	46	1582836435	0	9
5	46	1582836467	1	2
5	46	1582836467	1	4
5	46	1582836470	1	2
5	46	1582836470	1	4
5	61	1582836486	1	5
5	61	1582836492	1	1
5	61	1582836501	0	9
5	61	1582836524	1	3
5	61	1582836524	1	4
5	61	1582836531	1	3
5	61	1582836531	1	4
5	69	1582836547	1	5
5	69	1582836552	1	5
5	69	1582836556	1	1
5	69	1582836588	0	9
5	69	1582836595	1	3
5	69	1582836596	1	4
5	69	1582836598	1	3
5	69	1582836599	1	4
5	37	1582836622	1	1
5	37	1582836630	0	8
5	37	1582836641	1	2
5	37	1582836641	1	4
5	37	1582836642	1	3
5	37	1582836642	1	4
5	22	1582836654	1	1
5	22	1582836677	0	7
5	22	1582836711	1	2
5	22	1582836712	1	4
5	22	1582836714	1	2
5	22	1582836714	1	4
5	2	1582836734	1	5
5	2	1582836737	1	5
5	2	1582836742	1	1
5	2	1582836752	0	8
5	2	1582836778	1	3
5	2	1582836778	1	4
5	2	1582836783	1	4
5	2	1582836783	1	3
5	31	1582836872	1	5
5	31	1582836875	1	5
5	31	1582836881	1	1
5	31	1582836891	0	8
5	31	1582836951	1	2
5	31	1582836951	1	4
5	31	1582836953	1	2
5	31	1582836953	1	4
5	67	1582836965	1	5
5	67	1582836976	1	1
5	67	1582836991	1	9
5	67	1582836996	0	3
5	67	1582837003	1	4
5	67	1582837005	1	2
5	67	1582837005	1	4
5	11	1582837039	0	5
5	11	1582837051	1	5
5	11	1582837061	0	7
5	11	1582837063	1	1
5	11	1582837100	1	2
5	11	1582837100	1	4
5	11	1582837102	1	3
5	11	1582837102	1	4
5	9	1582837119	0	7
5	9	1582837122	1	1
5	9	1582837170	1	3
5	9	1582837170	1	4
5	9	1582837173	1	3
5	9	1582837173	1	4
5	98	1582837213	1	5
5	98	1582837218	1	1
5	98	1582837226	1	8
5	98	1582837231	1	3
5	98	1582837231	1	4
5	98	1582837235	1	2
5	98	1582837235	1	4
5	97	1582837249	1	5
5	97	1582837253	1	5
5	97	1582837255	1	1
5	97	1582837264	1	7
5	97	1582837271	1	2
5	97	1582837271	1	4
5	97	1582837279	1	4
5	97	1582837279	1	3
7	87	1578332053	0	5
7	87	1578332074	1	5
7	87	1578332127	0	2
7	87	1578332291	0	4
7	87	1578332430	1	3
7	87	1578332450	1	4
7	87	1578332474	1	1
7	87	1578332478	0	9
7	92	1578333147	0	4
7	92	1578937017	0	3
7	92	1578937319	1	3
7	92	1578937402	0	4
7	92	1578937459	1	1
7	92	1578937467	0	7
7	64	1579196471	0	5
7	64	1579196497	1	5
7	64	1579196513	0	2
7	64	1579196617	0	4
7	64	1579196640	1	2
7	64	1579196674	1	4
7	64	1579196717	1	1
7	64	1579196719	0	8
7	18	1579196871	0	5
7	18	1579197036	0	5
7	18	1579197114	1	2
7	18	1579197134	0	4
7	18	1579197259	1	2
7	18	1579197344	1	4
7	18	1579197348	1	1
7	18	1579197431	0	6
7	15	1579197506	1	5
7	15	1579197517	1	3
7	15	1579197568	1	4
7	15	1579197588	1	3
7	15	1579197616	1	4
7	15	1579197648	1	1
7	15	1579197651	0	9
7	38	1579283883	1	5
7	38	1579283938	1	3
7	38	1579283948	0	4
7	38	1579283986	1	3
7	38	1579283993	0	4
7	38	1579284021	1	1
7	38	1579284055	1	6
7	90	1579628557	1	5
7	90	1579628575	1	2
7	90	1579628589	1	4
7	90	1579628593	1	2
7	90	1579628612	1	4
7	90	1579628617	1	1
7	90	1579628628	1	8
7	22	1579628666	0	2
7	22	1579628700	1	4
7	22	1579628703	1	2
7	22	1579628730	1	4
7	22	1579628735	1	1
7	22	1579628747	0	8
7	4	1579628809	1	5
7	4	1579628834	0	3
7	4	1579628851	1	4
7	4	1579628854	1	3
7	4	1579629040	1	4
7	4	1579629043	0	1
7	4	1579629087	1	8
7	11	1579629126	0	5
7	11	1579629142	1	5
7	11	1579629180	1	2
7	11	1579629219	0	4
7	11	1579629308	1	3
7	11	1579629328	1	4
7	11	1579629338	1	1
7	11	1579629383	0	6
7	2	1579629411	0	5
7	2	1579629433	0	5
7	2	1579629467	1	3
7	2	1579629486	1	4
7	2	1579629502	1	3
7	2	1579629523	1	4
7	2	1579629544	1	1
7	2	1579629567	1	9
7	45	1579629584	1	5
7	45	1579629596	1	5
7	45	1579629599	1	2
7	45	1579629609	1	4
7	45	1579629637	0	3
7	45	1579629644	1	4
7	45	1579629651	1	1
7	45	1579629672	1	7
7	3	1579801076	0	5
7	3	1579801107	1	5
7	3	1579801140	1	3
7	3	1579801152	0	4
7	3	1579801212	1	2
7	3	1579801263	1	4
7	3	1579801268	1	1
7	3	1579801324	1	9
7	52	1579801356	1	5
7	52	1579801365	1	2
7	52	1579801375	1	4
7	52	1579801396	1	2
7	52	1579801400	0	4
7	52	1579801451	1	1
